workload_id,query_id,query_type,query_text,source_product_id
probe-197,,product_title_probe,Bowers & Wilkins PX5 Auriculares Supraurales Bluetooth con Cancelación Adaptativa de Ruido - Space Grey,B07WK52BV8
probe-198,,product_title_probe,"MRYX Universal Remote Inteligente Universal WiFi IR Controlador Remoto Smart Home Hub, Todo En Uno Control Infrarojo para Tus Dispositivos",B07WWKYTGK
probe-199,,product_title_probe,"Interruptor de Batería, 80A Terminal de Interruptor de Corte de Batería de Motocicleta Desconexión Antifugas",B07YC77P23
probe-200,,product_title_probe,Instabuy Poster - Playbill - TV Series - Westworld Variant 07 A3 42x30,B07YKZZ53P
probe-201,,product_title_probe,Smatree Batería de Repuesto (Paquete de 3) con Cargador de 3 Canales para GoPro Hero 8/7/6/5 Negro,B07YSM3WMH
probe-202,,product_title_probe,VOOPOO Original VOOPOO VINCI Empty Pod Cartridge 5.5ml fit PnP coils for VINCI Mod Pod Kit Electronic Cigarettes Atomizer (4 Pcs),B07YWX3FJW
probe-203,,product_title_probe,Watwass Delantal Camarero Panadería Restaurante Cafetería Bar Unisexo Moda Delantales Vaquero Correas Ajustables,B07Z57PVY2
probe-204,,product_title_probe,Mochila VN0002TLK by New SKOOL BACPACK,B07Z6BSJ3M
probe-205,,product_title_probe,BOLF Hombre Pantalón De Chándal Pantalones Deportivos Diseño Camuflaje con Estampado Estilo Urbano CRWS DNM 3782 Camuflaje-Naranja L [6F6],B07Z98QYD8
probe-206,,product_title_probe,PlayStation 4 Consola de 1 TB + Death Stranding (PS4),B07ZDQN67S
probe-207,,product_title_probe,"Soielixir Tinte Permanente para Cabello en crema SIN Resorcinol, parafenilendiamina y amoniaco - 93 colores - 100 ml - Rosa Chicle",B07ZJH3PVJ
probe-208,,product_title_probe,Lámpara De La Habitación De Los Niños Personalidad Creativa Baloncesto Niño Niña Lámpara De Dibujos Animados Dormitorio Jardín De Infantes,B0811T9GKX
probe-209,,product_title_probe,"Orgurmet - Lentejas verdes, 400 g (pack de 6)",B0811WMJM7
probe-210,,product_title_probe,Foot Callus Remover File Rasp Scraper Tratar Callos secos y agrietados Callos Talón áspero Limas de acero inoxidable para pies,B08122PFYY
probe-211,,product_title_probe,"Dewar’s Whisky Blended pack de 3 botellas de 200 ml de Dewar’s 12, 15 y 18 años – 600 ml",B081NX6JMK
probe-212,,product_title_probe,"SHSH - Bolsa de Hombro portátil para dji Mavic Mini, Bolsa de Viaje Impermeable para Accesorios dji Mavic Mini",B081QHR9CH
probe-213,,product_title_probe,"Decowood - Cactus Decorativo de Esparto, Apto para Interior y Exterior - Hecho a Mano en España - 145x60x22 cm",B08255MNWH
probe-214,,product_title_probe,"Hombres NFL Sudaderas - Los Aficionados de Nueva York Gigantes del fútbol de Manga Larga Casual Cremallera Jersey Sudadera pulóver,XXXL",B082GT48L9
probe-215,,product_title_probe,"Dodot Pañales Bebé Sensitive Talla 1 (2-5 kg), 276 Pañales, Óptima Protección de la Piel de Dodot, Pack Mensual",B082N37V3D
probe-216,,product_title_probe,"bigzzia. Juego de muebles de jardín de ratán, 4 piezas, muebles de mimbre para patio, 2 sillones, 1 sofá de dos lugares y 1 mesa",B082XB473N
probe-217,,product_title_probe,"Iris & Lilly Sujetador de Encaje con Aros sin Relleno Mujer, Pack de 2, Multicolor (Wolfberry/Black), 95F, Label: 36E",B082XQHDV4
probe-218,,product_title_probe,Pawhut Cama para Gatos Desmontable Casa para Mascotas Menos de 5kg Diseño Moderno Cojín Extraíble Suave y Cálido 42x33x52cm Marrón y Beige,B083B76YYV
probe-219,,product_title_probe,Pergamon Nia Vintage - Alfombra de diseño - Óxido Azul Gradiente - 4 Tamaños,B085HBB43W
probe-220,,product_title_probe,SUPERTHINGS RIVALS OF KABOOM- Figuras coleccionables (Magic Box Toys PST6B016IN00),B0864ZG6MJ
probe-221,,product_title_probe,"Profun Patines en Línea Niños/Niñas Patines Ajustables con Ruedas Luminosas de PU, Rodamiento de ABEC-7, Flash Ruedas, (Azul, 39-42)",B086PY1RFW
probe-222,,product_title_probe,Combuh Plafón LED 48W 4320Lm Fácil de Instalar Modernos Lampara de Techo para Dormitorios Salones Cocina Blanco Frío 6500K Redondo Ø30CM,B0891PQ35B
probe-223,,product_title_probe,Hurley M Blocked Pullover Fleece Sudadera Ash Green,B08988N9RC
probe-224,,product_title_probe,"Los Aristogatos Marie - Drama Queen Mujer Pijama Rosa-Blanco M, 100% algodón,",B089NZVQC8
probe-225,,product_title_probe,Vet Squad AVA y su Gatito Leo-Equipo (Goliath 334210008),B08BJ77X1Q
probe-226,,product_title_probe,Yam: Carnet de scores: 130 Feuilles de Scores | Yams Grille de score | yahtzee bloc de marque.,B08BWFKYMK
probe-227,,product_title_probe,"CyeeLife Dardos de Plastico 16 Gramos,Nuevo estilo 4 colores CyeeLife Ejes,dianas electronicas dardos",B08F7LRNXJ
probe-228,,product_title_probe,PAMRAY Zapatillas sin Cordones para Hombre Slip on Sneaker Mocasines Casuales Zapatillas de Deporte Negro 45,B08FM7XJTR
probe-229,,product_title_probe,Harina de Trigo Sarraceno Bio Sin Gluten 500 g,B08FTHKBXZ
probe-230,,product_title_probe,MADONG IRF510 IRF520 IRF530 IRF540 IRF630 IRF640 IRF730 IRF740 IRF830 IRF840 Transistor TO-220 (Tamaño: IRF530),B08H19MMTQ
probe-231,,product_title_probe,"Pack 2 sillas, Silla Comedor sillón Silla Estilo nórdico, Apta para salón, Comedor, Cocina, etc. (2er Blanco)",B08J3Z6WRY
probe-232,,product_title_probe,Sneakers DE Corte Semi-Abierto Multicolor para Mujer Prairie,B08JQJWJZH
probe-233,,product_title_probe,Conjunto Chándal Mujer Deportivo 2 Piezas Manga Larga Suéter Pullover Top de Punto y Pantalones Otoño Invierno A Beige 34,B08L8Q1C47
probe-234,,product_title_probe,LYLE & SCOTT 1874 ML1314V Softshell Zip HD Suéter Hombre,B08M4GTQ86
probe-235,,product_title_probe,sauternes château filhot grand cru classé liquoreux 1985 - bordeaux,B08PFZ8BLW
probe-236,,product_title_probe,"Toslink Divisor de fibra óptica 1 a 2, GELRHONR SPDIF Adaptador divisor de audio hembra a hembra",B08PNRF1XT
probe-237,,product_title_probe,El Gran Libro de las Sucesiones,B08T46RB7J
probe-238,,product_title_probe,"Mexx Vestido, Negro, S para Mujer",B08V21BSKS
probe-239,,product_title_probe,Sibiles - Juego Funda Nordica Reversible Infantil con Botones Dibujo Perros Favourite para Niños (Cama 90 / 105),B08VNTD8LS
probe-240,,product_title_probe,Hombres Rutina de Ejercicio Sin Mangas Capucha Deportes Corriendo Camisas Encapuchado Gimnasio Tops,B08VS8YY4N
probe-241,,product_title_probe,"Olaffi Collar de Perlas de Mujer, Hecho de Plata con Colgante de Perla Negra de Tahití Negro， Oro 10-11mm",B08YVXJZR5
probe-242,,product_title_probe,"Dolgam Crema de Pistachos para Untar con Crujiente de Pistachos, Producida en Italia, Frasco de 200g",B08Z48FBBF
probe-243,,product_title_probe,Next Level Racing - F-Gt Frame Only,B08ZPQBJB2
probe-244,,product_title_probe,"Sony SEL24F28G - Objetivo Full-Frame FE 24mm F2.8 G, Objetivo Prime de la Serie G (Gran Angular, Objetivo de Paisaje)",B08ZSWL58M
probe-245,,product_title_probe,"Takenote Agendas - Planificador Semanal Perpetuo Bloom - Tamaño A4: 31,5 x 23 cm - 56 hojas - Encolado Inferior",B08ZYSVKMC
probe-246,,product_title_probe,Prince of Frost and Flames: The Shieldmaiden and the Prince of Lies (Blood and Ice Book 2) (English Edition),B091HZW36W
probe-247,,product_title_probe,BEVANNJJ ZYY Tamaño Hioki 3244-60 Tarjeta FMI multímetro Digital,B0924NPVRR
probe-248,,product_title_probe,Mujeres malqueridas: Atadas a relaciones destructivas y sin futuro,B0937JRMPY
probe-249,,product_title_probe,"UNISHOP Jarrón de Flores de Cristal, Florero de Vidrio de 21 cm de Alto, Elegante y Sofisticado",B094RFB3BF
probe-250,,product_title_probe,"EWYU Póster de Bruno Mars (1) sobre lienzo, impresión artística moderna para habitación familiar, 20 x 30 cm",B095BKHSLS
probe-251,,product_title_probe,Perforar adaptador portabrocas sin llave convertidor 0.3-6.5mm 0.3-3.6mm con 1/4 pulg vástago hexagonal 2PCS mayor durabilidad,B097BKFVQY
probe-252,,product_title_probe,"elalmacendelcolchon - Plancha de espuma estándar, densidad 25kg/m3 media, 5 cm",B09BP43JQC
probe-253,,product_title_probe,KHJK Útil Transistor 10pcs IRF510 IRF520 IRF540 IRF640 IRF740 IRF840 LM317T Transistor A-220 (Color : IRF510),B09BTWL7Y3
probe-254,,product_title_probe,50 recetas para freidora de aire: con imágenes reales libro de cocina fácil - air fryer en español,B09FFFQ1DW
probe-255,,product_title_probe,Sorry I Wasn't Listening I Was Thinking About Norm Macdonald: 6X9 Blank Lined Notebook/ Journal/ Diary/ Notepad/ Composition Book,B09GZFJ22C
